visualization_filename, serialization
('BPIC15_5_rev/process_tree_case_size_betwee_20_and_22_noise_10.svg', "->( +( X( tau, *( 'Permit not needed or only notification required', tau ) ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Phase procedure cancelled' ), ->( *( +( X( tau, 'Register publication date' ), ->( +( X( tau, 'Commence WABOprocedure' ), ->( *( +( X( tau, 'Refer to the competent authority' ), ->( X( tau, 'OLO messages active', 'Update BAG administrator' ), X( tau, ->( +( 'draft letter stating no permit required', 'phase only needs notification' ), X( tau, 'document senddate letter no permit or notification required' ) ) ), +( X( tau, 'Ordinary procedure without MER' ), ->( X( tau, 'compose notification only letter', ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), *( ->( X( tau, 'Forward procedure confirmation' ), +( X( tau, 'Conclude the case' ), ->( +( X( tau, 'Log date termination request documented' ), ->( X( tau, 'Register senddate procedure confirmation' ), X( tau, 'Record senddate for updated plan', 'Interrupt term' ), +( X( tau, 'Extend procedure timeframe' ), ->( X( tau, 'Enter date of publishing received request' ), +( X( tau, 'Log termination request senddate' ), ->( X( tau, 'Request a new plan' ), +( X( tau, 'Register the deadline' ), ->( +( X( tau, 'Register senddate acknowledgement' ), X( tau, ->( X( tau, 'Reception through OLO portal' ), +( X( tau, 'Produce procedure confirmation' ), ->( X( tau, 'Broadcast' ), +( X( tau, 'Resolve subcases completeness' ), ->( X( tau, 'WAW permit factor' ), +( X( tau, *( 'Transmit confirmation receipt', tau ) ), X( tau, ->( X( tau, 'Applicant plays stakeholder role' ), X( tau, 'Stop on request' ), X( tau, 'Evaluate provisional charges' ), X( tau, ->( X( tau, 'Generate subcases completeness' ), +( X( tau, 'Form publication document' ), X( tau, 'Revise procedure' ) ), X( tau, +( 'Accomplish request', 'Span for supplying missing data', ->( X( tau, 'Create letter requesting data' ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, ->( X( tau, ->( 'Action by competent authority', 'Create termination request message' ) ), +( 'Phase case dealt with', 'Case phase archived', X( tau, +( 'Premature termination of procedure phase', ->( X( tau, 'Terminate request notice' ), X( tau, +( 'Terminate all running subcases 2b', 'Inspect publication date field' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'Create termination decision on request', 'Enact termination decision on request' ) ) ) ), X( tau, 'Register termination decision date' ), X( tau, 'Record senddate for confirmation request' ) ), tau ) ) ) ) ), tau ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, 'Review BAG items' ) ) ), tau ), X( tau, 'stop operations post request termination' ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, 'cancel the case', ->( X( tau, 'Phase asked for further information' ), 'Retrieve missing data', X( tau, 'Log date retrieve missing data' ) ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_20_and_22_noise_20.svg', "->( +( X( tau, *( 'Permit not needed or only notification required', tau ) ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Phase procedure cancelled' ), ->( *( +( X( tau, 'Register publication date' ), ->( +( X( tau, 'Commence WABOprocedure' ), ->( *( ->( X( tau, 'OLO messages active' ), +( X( tau, 'Refer to the competent authority' ), ->( X( tau, 'Update BAG administrator' ), *( ->( +( X( tau, *( 'Transmit confirmation receipt', tau ) ), X( tau, ->( X( tau, +( X( tau, 'Resolve subcases completeness' ), ->( +( X( tau, 'Ordinary procedure without MER' ), ->( X( tau, ->( X( tau, 'Record senddate for updated plan' ), X( tau, ->( X( tau, 'Action by competent authority' ), +( 'Log date termination request documented', X( tau, ->( X( tau, 'Create termination request message' ), +( 'Phase case dealt with', 'Case phase archived', X( tau, +( X( tau, 'Log termination request senddate' ), 'Premature termination of procedure phase', ->( X( tau, 'Terminate request notice' ), X( tau, +( 'Terminate all running subcases 2b', 'Inspect publication date field' ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Register the deadline' ) ) ), X( tau, ->( X( tau, 'Forward procedure confirmation' ), X( tau, 'Register senddate procedure confirmation' ), X( tau, 'Interrupt term' ), X( tau, 'Extend procedure timeframe' ), X( tau, ->( 'Enter date of publishing received request', 'WAW permit factor' ) ), X( tau, 'Applicant plays stakeholder role' ), X( tau, 'Stop on request' ) ) ), X( tau, 'Evaluate provisional charges' ) ) ), X( tau, 'Produce procedure confirmation' ), X( tau, ->( X( tau, 'Broadcast' ), X( tau, 'Generate subcases completeness' ), +( X( tau, 'Form publication document' ), X( tau, 'Revise procedure' ) ), X( tau, +( 'Accomplish request', 'Span for supplying missing data', ->( 'Create letter requesting data', X( tau, 'Subcases completeness fulfilled' ) ) ) ) ) ) ) ) ), X( tau, 'Register senddate acknowledgement' ), X( tau, 'Reception through OLO portal' ) ) ) ), X( tau, ->( 'Create termination decision on request', 'Enact termination decision on request' ) ), X( tau, 'Conclude the case' ), X( tau, 'Register termination decision date' ), X( tau, 'Record senddate for confirmation request' ) ), tau ) ) ) ), tau ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, 'Review BAG items' ) ) ), tau ), X( tau, 'stop operations post request termination' ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, 'cancel the case', ->( X( tau, 'Phase asked for further information' ), 'Retrieve missing data', X( tau, 'Log date retrieve missing data' ) ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_20_and_22_noise_30.svg', "->( +( X( tau, *( 'Permit not needed or only notification required', tau ) ), 'Step application received', 'Enter submission date request', ->( *( +( X( tau, 'Register publication date' ), ->( +( X( tau, 'Commence WABOprocedure' ), ->( +( X( tau, 'Register the deadline' ), ->( *( ->( X( tau, 'OLO messages active' ), +( X( tau, 'Refer to the competent authority' ), ->( X( tau, 'Update BAG administrator' ), +( X( tau, 'Stop on request' ), ->( +( X( tau, 'Applicant plays stakeholder role' ), ->( X( tau, +( X( tau, 'Register senddate procedure confirmation' ), ->( X( tau, ->( 'Register termination decision date', X( tau, 'Record senddate for confirmation request' ) ) ), 'Ordinary procedure without MER', X( tau, 'Forward procedure confirmation' ) ) ) ), X( tau, 'Interrupt term' ), +( X( tau, 'Extend procedure timeframe' ), ->( X( tau, 'Enter date of publishing received request' ), +( X( tau, 'Register senddate acknowledgement' ), ->( X( tau, 'Reception through OLO portal' ), X( tau, 'Produce procedure confirmation' ), X( tau, ->( X( tau, 'Broadcast' ), X( tau, 'Generate subcases completeness' ), +( X( tau, 'Form publication document' ), X( tau, 'Revise procedure' ) ), X( tau, +( 'Accomplish request', 'Span for supplying missing data', ->( 'Create letter requesting data', X( tau, 'Subcases completeness fulfilled' ) ) ) ) ) ), X( tau, 'Resolve subcases completeness' ), *( 'Transmit confirmation receipt', tau ) ) ) ) ), X( tau, 'WAW permit factor' ) ) ), X( tau, ->( 'Record senddate for updated plan', 'Log termination request senddate', 'Request a new plan' ) ) ) ) ) ), X( tau, 'Log date termination request documented' ) ), tau ), X( tau, ->( X( tau, 'Create termination request message' ), +( 'Phase case dealt with', 'Premature termination of procedure phase', 'Case phase archived', ->( X( tau, 'Terminate request notice' ), X( tau, +( 'Terminate all running subcases 2b', 'Inspect publication date field' ) ) ) ) ) ) ) ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, 'Review BAG items' ) ) ), tau ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, ->( 'Create termination decision on request', 'Enact termination decision on request', X( tau, 'stop operations post request termination' ) ) ), X( tau, 'Phase procedure cancelled' ), X( tau, 'Conclude the case' ), X( tau, 'cancel the case', ->( X( tau, 'Phase asked for further information' ), 'Retrieve missing data', X( tau, 'Log date retrieve missing data' ) ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_20_and_22_noise_40.svg', "->( 'Enter submission date request', +( X( tau, *( 'Permit not needed or only notification required', tau ) ), 'Step application received', ->( *( ->( +( X( tau, 'Case phase archived' ), ->( +( X( tau, 'Commence WABOprocedure' ), ->( +( X( tau, 'Premature termination of procedure phase' ), ->( +( X( tau, 'Register the deadline' ), ->( *( ->( X( tau, 'OLO messages active' ), X( 'Log date termination request documented', +( X( tau, *( 'Transmit confirmation receipt', tau ) ), ->( X( 'Register senddate acknowledgement', ->( X( tau, 'Register senddate procedure confirmation', 'Evaluate provisional charges' ), X( tau, 'Register termination decision date' ), X( 'Refer to the competent authority', 'Record senddate for confirmation request' ), 'Ordinary procedure without MER', X( ->( 'Produce procedure confirmation', X( tau, 'Broadcast' ), 'Generate subcases completeness' ), ->( 'Forward procedure confirmation', 'Enter date of publishing received request' ) ), X( 'Form publication document', ->( X( tau, ->( 'Revise procedure', X( tau, 'Subcases completeness fulfilled' ), 'Accomplish request', 'Span for supplying missing data', 'Create letter requesting data' ) ), 'Resolve subcases completeness' ) ), X( tau, 'WAW permit factor' ), X( tau, 'Applicant plays stakeholder role' ), X( tau, 'Stop on request' ) ) ), X( tau, 'Reception through OLO portal' ) ) ) ) ), tau ), X( tau, 'Create termination request message' ), X( tau, 'Terminate request notice' ) ) ), X( tau, 'Inspect publication date field' ) ) ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, 'Phase case dealt with' ) ) ), X( tau, 'Terminate all running subcases 2b' ), X( tau, 'Register publication date' ) ), tau ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, ->( 'Create termination decision on request', 'Enact termination decision on request', X( tau, 'stop operations post request termination' ) ) ), X( tau, 'Phase procedure cancelled' ), X( tau, 'Conclude the case' ), X( tau, 'cancel the case', ->( 'Phase asked for further information', 'Retrieve missing data', 'Log date retrieve missing data' ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_20_and_22_noise_50.svg', "->( +( X( tau, *( 'Permit not needed or only notification required', tau ) ), 'Step application received', 'Enter submission date request', ->( +( 'Phase procedure cancelled', ->( *( +( X( tau, 'Register publication date' ), ->( +( X( tau, 'Commence WABOprocedure' ), ->( *( +( X( tau, 'Refer to the competent authority' ), ->( X( tau, 'OLO messages active', 'Update BAG administrator' ), +( X( tau, 'Ordinary procedure without MER' ), ->( X( tau, 'compose notification only letter', ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, ->( +( 'draft letter stating no permit required', 'phase only needs notification' ), 'document senddate letter no permit or notification required' ) ), +( X( tau, 'Resolve subcases completeness' ), ->( +( 'Register senddate acknowledgement', ->( *( X( 'Reception through OLO portal', ->( X( tau, 'Forward procedure confirmation' ), X( +( 'Log date termination request documented', 'Register senddate procedure confirmation' ), ->( X( 'Record senddate for updated plan', ->( X( tau, 'Interrupt term' ), X( tau, 'Extend procedure timeframe' ), X( tau, ->( 'Enter date of publishing received request', 'WAW permit factor' ) ), 'Applicant plays stakeholder role' ) ), +( X( tau, 'Conclude the case' ), ->( X( tau, +( 'Case phase archived', ->( X( tau, 'Inspect publication date field' ), 'Premature termination of procedure phase', X( tau, 'Terminate all running subcases 2b' ), 'Phase case dealt with' ) ) ), X( tau, 'Log termination request senddate' ), X( ->( X( tau, 'Request a new plan' ), 'Stop on request' ), 'Register the deadline' ), X( tau, ->( 'Create termination decision on request', 'Enact termination decision on request' ) ) ) ) ) ), X( tau, 'Register termination decision date' ), X( tau, 'Record senddate for confirmation request' ) ) ), tau ), X( tau, 'Evaluate provisional charges' ) ) ), X( tau, 'Produce procedure confirmation' ), X( tau, ->( 'Broadcast', 'Generate subcases completeness', +( X( tau, 'Form publication document' ), X( tau, 'Revise procedure' ) ), 'Accomplish request', 'Span for supplying missing data', 'Create letter requesting data', X( tau, 'Subcases completeness fulfilled' ) ) ) ) ) ) ) ) ) ) ), tau ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, 'Review BAG items' ) ) ), tau ), X( tau, 'stop operations post request termination' ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, 'cancel the case', ->( 'Phase asked for further information', 'Retrieve missing data', 'Log date retrieve missing data' ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_20_and_22_noise_60.svg', "->( +( *( 'Permit not needed or only notification required', tau ), 'Step application received', 'Enter submission date request', ->( +( 'Phase procedure cancelled', ->( *( +( X( tau, 'Register publication date' ), ->( +( X( tau, 'Commence WABOprocedure' ), ->( *( +( X( tau, 'Refer to the competent authority' ), ->( X( tau, 'OLO messages active', 'Update BAG administrator' ), +( X( tau, 'Ordinary procedure without MER' ), ->( X( tau, 'compose notification only letter', ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, ->( +( 'draft letter stating no permit required', 'phase only needs notification' ), 'document senddate letter no permit or notification required' ) ), +( X( tau, 'Resolve subcases completeness' ), ->( X( ->( X( tau, 'Evaluate provisional charges' ), 'Register senddate acknowledgement' ), *( X( 'Reception through OLO portal', ->( X( tau, 'Forward procedure confirmation' ), X( +( 'Log date termination request documented', 'Register senddate procedure confirmation' ), ->( X( 'Record senddate for updated plan', ->( X( tau, 'Interrupt term' ), X( tau, 'Extend procedure timeframe' ), 'Enter date of publishing received request', 'WAW permit factor', 'Applicant plays stakeholder role' ) ), +( 'Conclude the case', ->( X( tau, +( 'Case phase archived', ->( X( tau, 'Inspect publication date field' ), 'Premature termination of procedure phase', X( tau, 'Terminate all running subcases 2b' ), 'Phase case dealt with' ) ) ), X( tau, 'Log termination request senddate' ), X( ->( X( tau, 'Request a new plan' ), 'Stop on request' ), 'Register the deadline' ), X( tau, ->( 'Create termination decision on request', 'Enact termination decision on request' ) ) ) ) ) ), X( tau, 'Register termination decision date' ), X( tau, 'Record senddate for confirmation request' ) ) ), tau ) ), X( tau, 'Produce procedure confirmation' ), X( tau, ->( 'Broadcast', 'Generate subcases completeness', +( X( tau, 'Form publication document' ), X( tau, 'Revise procedure' ) ), 'Accomplish request', 'Span for supplying missing data', 'Create letter requesting data', 'Subcases completeness fulfilled' ) ) ) ) ) ) ) ) ) ), tau ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, 'Review BAG items' ) ) ), tau ), X( tau, 'stop operations post request termination' ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, 'cancel the case', ->( 'Phase asked for further information', 'Retrieve missing data', 'Log date retrieve missing data' ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_20_and_22_noise_70.svg', "->( +( *( 'Permit not needed or only notification required', tau ), 'Step application received', 'Enter submission date request', ->( +( 'Phase procedure cancelled', ->( *( X( tau, +( X( tau, 'Register publication date' ), ->( +( X( tau, 'Commence WABOprocedure' ), ->( *( +( 'Refer to the competent authority', ->( X( 'OLO messages active', 'Update BAG administrator' ), +( X( tau, 'Ordinary procedure without MER' ), ->( X( tau, 'compose notification only letter', ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, 'Interrupt term' ), +( 'Register senddate acknowledgement', ->( X( tau, 'Record senddate for updated plan' ), +( X( tau, 'Log termination request senddate' ), ->( X( tau, 'Request a new plan' ), +( X( tau, 'Produce procedure confirmation' ), ->( X( tau, 'Broadcast' ), X( tau, 'Form publication document', +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, ->( +( 'draft letter stating no permit required', 'phase only needs notification' ), 'document senddate letter no permit or notification required' ) ), +( 'Resolve subcases completeness', ->( +( X( tau, 'Record senddate for confirmation request' ), ->( X( tau, 'Extend procedure timeframe' ), +( 'Register the deadline', ->( 'Enter date of publishing received request', 'WAW permit factor', 'Applicant plays stakeholder role', 'Stop on request', X( ->( 'Create termination decision on request', 'Enact termination decision on request' ), ->( 'Create termination request message', +( 'Case phase archived', ->( 'Inspect publication date field', 'Premature termination of procedure phase', 'Terminate all running subcases 2b', 'Phase case dealt with' ) ) ) ), 'Conclude the case' ) ) ) ), 'Generate subcases completeness', 'Revise procedure', 'Accomplish request', 'Span for supplying missing data', 'Create letter requesting data', 'Subcases completeness fulfilled' ) ), X( tau, 'Reception through OLO portal' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), tau ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, 'Review BAG items' ) ) ) ), tau ), X( tau, 'stop operations post request termination' ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, 'cancel the case', ->( 'Phase asked for further information', 'Retrieve missing data', 'Log date retrieve missing data' ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_20_and_22_noise_80.svg', "->( +( *( 'Permit not needed or only notification required', tau ), 'Step application received', 'Enter submission date request', ->( +( 'Phase procedure cancelled', ->( *( X( tau, +( 'Register publication date', ->( +( 'Commence WABOprocedure', ->( *( +( 'Refer to the competent authority', ->( X( 'OLO messages active', 'Update BAG administrator' ), +( 'Ordinary procedure without MER', ->( X( tau, 'compose notification only letter', ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, 'Interrupt term' ), +( 'Register senddate acknowledgement', ->( X( tau, 'Record senddate for updated plan' ), +( X( tau, 'Log termination request senddate' ), ->( X( tau, 'Request a new plan' ), +( X( tau, 'Produce procedure confirmation' ), ->( X( tau, 'Broadcast' ), X( tau, 'Form publication document', +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, ->( +( 'draft letter stating no permit required', 'phase only needs notification' ), 'document senddate letter no permit or notification required' ) ), +( 'Resolve subcases completeness', ->( +( 'Record senddate for confirmation request', ->( X( tau, 'Extend procedure timeframe' ), +( 'Register the deadline', ->( 'Enter date of publishing received request', 'WAW permit factor', 'Applicant plays stakeholder role', 'Stop on request', X( ->( 'Create termination decision on request', 'Enact termination decision on request' ), ->( 'Create termination request message', +( 'Case phase archived', ->( 'Inspect publication date field', 'Premature termination of procedure phase', 'Terminate all running subcases 2b', 'Phase case dealt with' ) ) ) ), 'Conclude the case' ) ) ) ), 'Generate subcases completeness', 'Revise procedure', 'Accomplish request', 'Span for supplying missing data', 'Create letter requesting data', 'Subcases completeness fulfilled' ) ), 'Reception through OLO portal' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), tau ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, 'Review BAG items' ) ) ) ), tau ), X( tau, 'stop operations post request termination' ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( 'cancel the case', ->( 'Phase asked for further information', 'Retrieve missing data', 'Log date retrieve missing data' ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_20_and_22_noise_90.svg', "->( +( *( 'Permit not needed or only notification required', tau ), 'Step application received', 'Enter submission date request', ->( +( 'Phase procedure cancelled', ->( *( X( tau, +( 'Register publication date', ->( +( 'Commence WABOprocedure', ->( *( +( 'Refer to the competent authority', ->( X( 'OLO messages active', 'Update BAG administrator' ), +( 'Ordinary procedure without MER', ->( X( tau, 'compose notification only letter', ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), +( 'Forward procedure confirmation', ->( X( tau, 'Interrupt term' ), +( 'Register senddate acknowledgement', ->( X( tau, 'Record senddate for updated plan' ), +( X( tau, 'Log termination request senddate' ), ->( X( tau, 'Request a new plan' ), +( 'Produce procedure confirmation', ->( 'Broadcast', X( tau, 'Form publication document', +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, ->( +( 'draft letter stating no permit required', 'phase only needs notification' ), 'document senddate letter no permit or notification required' ) ), +( 'Resolve subcases completeness', ->( +( 'Record senddate for confirmation request', ->( 'Extend procedure timeframe', +( 'Register the deadline', ->( 'Enter date of publishing received request', 'WAW permit factor', 'Applicant plays stakeholder role', 'Stop on request', X( ->( 'Create termination decision on request', 'Enact termination decision on request' ), ->( 'Create termination request message', +( 'Case phase archived', ->( 'Inspect publication date field', 'Premature termination of procedure phase', 'Terminate all running subcases 2b', 'Phase case dealt with' ) ) ) ), 'Conclude the case' ) ) ) ), 'Generate subcases completeness', 'Revise procedure', 'Accomplish request', 'Span for supplying missing data', 'Create letter requesting data', 'Subcases completeness fulfilled' ) ), 'Reception through OLO portal' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), tau ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, 'Review BAG items' ) ) ) ), tau ), X( tau, 'stop operations post request termination' ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( 'cancel the case', ->( 'Phase asked for further information', 'Retrieve missing data', 'Log date retrieve missing data' ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_21_and_22_noise_10.svg', "->( +( 'Enter submission date request', ->( X( tau, 'OLO messages active' ), +( X( tau, 'Phase procedure cancelled' ), 'Step application received', ->( *( *( ->( X( 'Transmit confirmation receipt', 'Register senddate acknowledgement', ->( 'Register senddate procedure confirmation', X( tau, 'Record senddate for updated plan' ) ) ), X( tau, +( X( tau, 'Log termination request senddate' ), ->( X( tau, 'Request a new plan' ), +( X( tau, 'Refer to the competent authority' ), ->( X( tau, 'Update BAG administrator' ), +( X( tau, 'Register publication date' ), ->( X( tau, 'Interrupt term' ), +( X( tau, 'Resolve subcases completeness' ), ->( *( X( 'Permit not needed or only notification required', 'Ordinary procedure without MER', +( X( tau, 'Applicant plays stakeholder role' ), X( tau, ->( X( 'Forward procedure confirmation', 'Extend procedure timeframe' ), X( tau, ->( 'Enter date of publishing received request', 'WAW permit factor' ) ) ), +( X( tau, 'Record senddate for confirmation request' ), X( 'Register termination decision date', ->( X( tau, 'Stop on request' ), X( tau, 'Evaluate provisional charges', ->( X( ->( 'Create termination decision on request', 'Enact termination decision on request' ), +( X( tau, 'Inspect publication date field' ), ->( +( X( tau, 'Register the deadline' ), X( tau, ->( X( tau, 'Action by competent authority' ), 'Log date termination request documented', X( tau, ->( X( tau, 'Create termination request message' ), 'Premature termination of procedure phase', +( X( tau, 'Terminate request notice' ), 'Case phase archived' ) ) ) ) ) ), X( tau, +( X( tau, 'Terminate all running subcases 2b' ), 'Phase case dealt with' ) ) ) ) ), X( tau, 'Conclude the case' ) ) ) ) ) ) ) ) ), tau ), X( tau, 'Produce procedure confirmation' ), X( tau, 'Broadcast' ), X( tau, 'Generate subcases completeness' ), X( tau, 'Form publication document' ), X( tau, ->( 'Revise procedure', +( 'Accomplish request', 'Span for supplying missing data', ->( X( tau, 'Create letter requesting data' ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Reception through OLO portal', 'Commence WABOprocedure' ) ), tau ), tau ), X( tau, 'stop operations post request termination' ) ) ) ) ), X( tau, 'cancel the case', ->( X( tau, 'Phase asked for further information' ), 'Retrieve missing data', X( tau, 'Log date retrieve missing data' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_21_and_22_noise_20.svg', "->( +( 'Enter submission date request', ->( X( tau, 'OLO messages active' ), +( X( tau, 'Phase procedure cancelled' ), 'Step application received', ->( *( *( ->( X( 'Transmit confirmation receipt', 'Register senddate acknowledgement', ->( 'Register senddate procedure confirmation', X( tau, 'Record senddate for updated plan' ) ) ), X( tau, +( X( tau, 'Log termination request senddate' ), ->( X( tau, 'Request a new plan' ), +( X( tau, 'Refer to the competent authority' ), ->( X( tau, 'Update BAG administrator' ), +( X( tau, 'Register publication date' ), ->( X( tau, 'Interrupt term' ), +( X( tau, 'Resolve subcases completeness' ), ->( *( X( 'Permit not needed or only notification required', 'Ordinary procedure without MER', ->( X( tau, ->( X( 'Forward procedure confirmation', 'Extend procedure timeframe' ), X( tau, ->( 'Enter date of publishing received request', 'WAW permit factor' ) ) ) ), X( tau, 'Applicant plays stakeholder role' ) ), +( X( tau, 'Record senddate for confirmation request' ), X( 'Register termination decision date', ->( X( tau, 'Stop on request' ), X( 'Evaluate provisional charges', ->( X( ->( 'Create termination decision on request', 'Enact termination decision on request' ), +( X( tau, 'Inspect publication date field' ), ->( +( X( tau, 'Register the deadline' ), X( tau, ->( X( tau, 'Action by competent authority' ), 'Log date termination request documented', X( tau, ->( X( tau, 'Create termination request message' ), 'Premature termination of procedure phase', +( X( tau, 'Terminate request notice' ), 'Case phase archived' ) ) ) ) ) ), X( tau, +( X( tau, 'Terminate all running subcases 2b' ), 'Phase case dealt with' ) ) ) ) ), X( tau, 'Conclude the case' ) ) ) ) ) ) ), tau ), X( tau, 'Produce procedure confirmation' ), X( tau, 'Broadcast' ), X( tau, 'Generate subcases completeness' ), X( tau, 'Form publication document' ), X( tau, ->( 'Revise procedure', +( 'Accomplish request', 'Span for supplying missing data', ->( X( tau, 'Create letter requesting data' ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Reception through OLO portal', 'Commence WABOprocedure' ) ), tau ), tau ), X( tau, 'stop operations post request termination' ) ) ) ) ), X( tau, 'cancel the case', ->( X( tau, 'Phase asked for further information' ), 'Retrieve missing data', X( tau, 'Log date retrieve missing data' ) ) ) )")
